Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
1         ,8         ,lig_ejm_42.sdf           ,lig_ejm_49.sdf           ,0.24660        ,0.24660        ,0.24660        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
1         ,9         ,lig_ejm_42.sdf           ,lig_ejm_50.sdf           ,0.95123        ,0.95123        ,0.95123        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,31:30
1         ,10        ,lig_ejm_42.sdf           ,lig_ejm_54.sdf           ,0.86071        ,0.86071        ,0.86071        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:22,20:19,21:20,23:21,25:23,26:24,27:25,28:26,29:27
1         ,11        ,lig_ejm_42.sdf           ,lig_ejm_55.sdf           ,0.95123        ,0.95123        ,0.95123        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:21,20:19,21:20,24:22,25:23,26:24,27:25,28:26,29:27
1         ,12        ,lig_ejm_42.sdf           ,lig_jmc_23.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
1         ,13        ,lig_ejm_42.sdf           ,lig_jmc_27.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
1         ,14        ,lig_ejm_42.sdf           ,lig_jmc_28.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
1         ,15        ,lig_ejm_42.sdf           ,lig_jmc_30.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
2         ,3         ,lig_ejm_43.sdf           ,lig_ejm_44.sdf           ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,31:31,35:35,36:36,37:37
2         ,4         ,lig_ejm_43.sdf           ,lig_ejm_45.sdf           ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:21,31:30
2         ,5         ,lig_ejm_43.sdf           ,lig_ejm_46.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:22,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
2         ,6         ,lig_ejm_43.sdf           ,lig_ejm_47.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
2         ,7         ,lig_ejm_43.sdf           ,lig_ejm_48.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
2         ,8         ,lig_ejm_43.sdf           ,lig_ejm_49.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
2         ,9         ,lig_ejm_43.sdf           ,lig_ejm_50.sdf           ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,31:30
2         ,10        ,lig_ejm_43.sdf           ,lig_ejm_54.sdf           ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:22,20:19,21:20,23:21,25:23,26:24,27:25,28:26,29:27
2         ,11        ,lig_ejm_43.sdf           ,lig_ejm_55.sdf           ,0.86071        ,0.86071        ,0.86071        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:21,20:19,21:20,24:22,25:23,26:24,27:25,28:26,29:27
2         ,12        ,lig_ejm_43.sdf           ,lig_jmc_23.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
2         ,13        ,lig_ejm_43.sdf           ,lig_jmc_27.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
2         ,14        ,lig_ejm_43.sdf           ,lig_jmc_28.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
2         ,15        ,lig_ejm_43.sdf           ,lig_jmc_30.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
3         ,4         ,lig_ejm_44.sdf           ,lig_ejm_45.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:21,31:30
3         ,5         ,lig_ejm_44.sdf           ,lig_ejm_46.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:22,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
3         ,6         ,lig_ejm_44.sdf           ,lig_ejm_47.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
3         ,7         ,lig_ejm_44.sdf           ,lig_ejm_48.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
3         ,8         ,lig_ejm_44.sdf           ,lig_ejm_49.sdf           ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
3         ,9         ,lig_ejm_44.sdf           ,lig_ejm_50.sdf           ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,31:30
3         ,10        ,lig_ejm_44.sdf           ,lig_ejm_54.sdf           ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:22,20:19,21:20,23:21,25:23,26:24,27:25,28:26,29:27
3         ,11        ,lig_ejm_44.sdf           ,lig_ejm_55.sdf           ,0.77880        ,0.77880        ,0.77880        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:21,20:19,21:20,24:22,25:23,26:24,27:25,28:26,29:27
3         ,12        ,lig_ejm_44.sdf           ,lig_jmc_23.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
3         ,13        ,lig_ejm_44.sdf           ,lig_jmc_27.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
3         ,14        ,lig_ejm_44.sdf           ,lig_jmc_28.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
3         ,15        ,lig_ejm_44.sdf           ,lig_jmc_30.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
4         ,5         ,lig_ejm_45.sdf           ,lig_ejm_46.sdf           ,0.27253        ,0.27253        ,0.27253        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:22,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
4         ,6         ,lig_ejm_45.sdf           ,lig_ejm_47.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
4         ,7         ,lig_ejm_45.sdf           ,lig_ejm_48.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
4         ,8         ,lig_ejm_45.sdf           ,lig_ejm_49.sdf           ,0.20190        ,0.20190        ,0.20190        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:19,22:20,23:21,24:22,25:23,26:24,27:25,28:26,29:27
4         ,9         ,lig_ejm_45.sdf           ,lig_ejm_50.sdf           ,0.36788        ,0.36788        ,0.36788        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27,28:28,29:29,30:30
4         ,10        ,lig_ejm_45.sdf           ,lig_ejm_54.sdf           ,0.31664        ,0.31664        ,0.31664        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:22,20:19,22:20,23:21,25:23,26:24,27:25,28:26,29:27
4         ,11        ,lig_ejm_45.sdf           ,lig_ejm_55.sdf           ,0.34994        ,0.34994        ,0.34994        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:21,20:19,22:20,24:22,25:23,26:24,27:25,28:26,29:27
4         ,12        ,lig_ejm_45.sdf           ,lig_jmc_23.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
4         ,13        ,lig_ejm_45.sdf           ,lig_jmc_27.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
4         ,14        ,lig_ejm_45.sdf           ,lig_jmc_28.sdf           ,0.24660        ,0.24660        ,0.24660        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
4         ,15        ,lig_ejm_45.sdf           ,lig_jmc_30.sdf           ,0.22313        ,0.22313        ,0.22313        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,20:23,22:26,23:27,24:28,25:29,26:30,27:31,28:32,29:33
5         ,6         ,lig_ejm_46.sdf           ,lig_ejm_47.sdf           ,0.04966        ,0.04966        ,0.04966        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:19,26:20,27:21,28:22,29:23,30:24,31:25,32:26,33:27
5         ,7         ,lig_ejm_46.sdf           ,lig_ejm_48.sdf           ,0.04493        ,0.04493        ,0.04493        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:19,26:20,27:21,28:22,29:23,30:24,31:25,32:26,33:27
5         ,8         ,lig_ejm_46.sdf           ,lig_ejm_49.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:19,26:20,27:21,28:22,29:23,30:24,31:25,32:26,33:27
5         ,9         ,lig_ejm_46.sdf           ,lig_ejm_50.sdf           ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:20,26:22,27:23,28:24,29:25,30:26,31:27,32:28,33:29
5         ,10        ,lig_ejm_46.sdf           ,lig_ejm_54.sdf           ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:19,26:20,27:21,28:22,29:23,30:24,31:25,32:26,33:27
5         ,11        ,lig_ejm_46.sdf           ,lig_ejm_55.sdf           ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:19,26:20,27:21,28:22,29:23,30:24,31:25,32:26,33:27
5         ,12        ,lig_ejm_46.sdf           ,lig_jmc_23.sdf           ,0.49659        ,0.49659        ,0.49659        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:23,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33
5         ,13        ,lig_ejm_46.sdf           ,lig_jmc_27.sdf           ,0.49659        ,0.49659        ,0.49659        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:23,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33
5         ,14        ,lig_ejm_46.sdf           ,lig_jmc_28.sdf           ,0.49659        ,0.49659        ,0.49659        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:23,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33
5         ,15        ,lig_ejm_46.sdf           ,lig_jmc_30.sdf           ,0.44933        ,0.44933        ,0.44933        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,22:23,26:26,27:27,28:28,29:29,30:30,31:31,32:32,33:33
6         ,7         ,lig_ejm_47.sdf           ,lig_ejm_48.sdf           ,0.04066        ,0.04066        ,0.04066        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
6         ,8         ,lig_ejm_47.sdf           ,lig_ejm_49.sdf           ,0.03679        ,0.03679        ,0.03679        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,27:27
